TagID,Latitude,Longitude,Address,Sign,GPS_Latitude,GPS_Longitude,Count,Time
0x300010000000000000000005,30.614433,-96.4195,Leonard Rd,Highway Intersection,,,0,
0x300010000000000000000019,30.617755,-96.4247,Intersection of 1688 and 47,Do Not Enter Sign,,,0,
0x300010000000000000000003,30.627052,-96.4346,quarter mile to the reproductive center,Adopt a Highway,,,0,
0x300010000000000000000006,30.627052,-96.4346,quarter mile to the reproductive center,Adopt a Highway,,,0,
0x300010000000000000000015,30.631423,-96.44,Reproductive Sciences Complex,Texas 47,,,0,
0x300010000000000000000022,30.605757,-96.411,47 at West Villa Maria,Adopt a Highway,,,0,
0x300010000000000000000014,30.605757,-96.411,47 at West Villa Maria,Adopt a Highway,,,0,
0x300010000000000000000001,30.605535,-96.4107,47 at West Villa Maria,South Texas 47,,,0,
0x100000000000000000000004,unknown,unknown,unknown,unknown,30.620337,30.620337,-9999,"Fri, 23 Sep 2016 22:27:51 GMT"
0x100000000000000000000006,unknown,unknown,unknown,unknown,30.627027,30.627027,-9999,"Fri, 23 Sep 2016 22:28:31 GMT"
0x100000000000000000000003,unknown,unknown,unknown,unknown,30.627027,30.627027,-9999,"Fri, 23 Sep 2016 22:28:31 GMT"
0x100000000000000000000015,unknown,unknown,unknown,unknown,30.631388,30.631388,-9999,"Fri, 23 Sep 2016 22:29:02 GMT"
0xe200210020005b4d153e0272,30.639117,-96.4678,Bryan Rd - Fifth St,Stop,,,0,
0xe2002100200050ce15100272,30.638895,-96.4676,Bryan Rd - Fifth St,Stop,,,0,
0xe200210020005311147b0272,30.638921,-96.4678,Bryan Rd - Fifth St,Street: Bryan Rd,,,0,
0xe20021002000545915620272,30.637929,-96.4678,Sixth St - Bryan Rd,Street: Bryan Rd,,,0,
0xe200210020005b45153c0272,30.637929,-96.4678,Sixth St - Bryan Rd,Street: Sixth St,,,0,
0xe20021002000558213f70272,30.635671,-96.4678,Bryan Rd - Seventh St,Street: Bryan Rd,,,0,
0xe20021002000549513b20272,30.635671,-96.4678,Bryan Rd - Seventh St,Street: Seventh St,,,0,
0xe2002100200050c315120272,30.635671,-96.4678,Bryan Rd - Seventh St,Yield,,,0,
0xe200210020005aca14610272,30.633712,-96.4727,Avenue B - Project Dr,Street: Project Dr,,,0,
0xe20021002000571915260272,30.633712,-96.4727,Avenue B - Project Dr,Street: Avenue B,,,0,
0xe200210020005396139f0272,30.633164,-96.4727,Avenue B - Stirling Dr,Street: Stirling Dr,,,0,
0xe20021002000579d15600272,30.633164,-96.4727,Avenue B - Stirling Dr,Street: Avenue B,,,0,
0xe200210020005589137a0272,30.635279,-96.4701,Avenue D - Seventh St,Stop,,,0,
0xe20021002000599b14fb0272,30.635279,-96.4701,Avenue D - Seventh St,Street: Seventh St,,,0,
0xe20021002000589414620272,30.635279,-96.4701,Avenue D - Seventh St,Street: Avenue D,,,0,
0xe20021002000555b15600272,30.635671,-96.4703,Avenue D - Seventh St,Stop,,,0,
0xe20021002000555315280272,30.635723,-96.4717,Avenue C - Seventh St,Stop,,,0,
0xe20021002000569315600272,30.635723,-96.4717,Avenue C - Seventh St,Street: Avenue C,,,0,
0xe20021002000508a13e00272,30.635723,-96.4717,Avenue C - Seventh St,Street: Seventh St,,,0,
0xe20021002000509d13df0272,30.635684,-96.4729,Avenue B - Seventh St,Stop,,,0,
0xe20021002000568915250272,30.635684,-96.4729,Avenue B - Seventh St,Street: Avenue B,,,0,
0xe200210020005b42138a0272,30.635684,-96.4729,Avenue B - Seventh St,Street: Seventh St,,,0,
0xe20021002000578313b30272,30.635475,-96.474,Avenue A - Seventh St,Yield,,,0,
0xe20021002000545214940272,30.635645,-96.4742,Avenue A - Seventh St,Yield,,,0,
0xe200210020005859138b0272,30.635645,-96.4742,Avenue A - Seventh St,Street: Avenue A,,,0,
0xe2002100200058c114120272,30.635645,-96.4742,Avenue A - Seventh St,Street: Seventh St,,,0,
0xe20021002000578315270272,30.635658,-96.4754,Seventh St - Flight Line Dr,Stop,,,0,
0xe20021002000558215290272,30.635658,-96.4754,Seventh St - Flight Line Dr,Street: Flight Line,,,0,
0xe200210020005a9e13c60272,30.635658,-96.4754,Seventh St - Flight Line Dr,Street: Seventh St,,,0,
0xe20021002000525e154d0272,30.638151,-96.4754,Sixth St - Flight Line Dr,Stop,,,0,
0xe20021002000569514e30272,30.638151,-96.4754,Sixth St - Flight Line Dr,Street: Flight Line,,,0,
0xe2002100200056d215260272,30.638151,-96.4754,Sixth St - Flight Line Dr,Street: Sixth St,,,0,
0xe2002100200056cd15250272,30.637942,-96.4739,Avenue A - Sixth St,Yield,,,0,
0xe200210020005095154f0272,30.638138,-96.4741,Avenue A - Sixth St,Yield,,,0,
0xe20021002000570b13b50272,30.638138,-96.4741,Avenue A - Sixth St,Street: Sixth St,,,0,
0xe20021002000595a14620272,30.638138,-96.4741,Avenue A - Sixth St,Street: Avenue A,,,0,
0xe20021002000595913890272,30.638895,-96.4742,Fifth St - Avenue A,Stop,,,0,
0xe20021002000528314cb0272,30.639104,-96.4739,Fifth St - Avenue A,Stop,,,0,
0xe2002100200050d4139b0272,30.639104,-96.4739,Fifth St - Avenue A,Street: Fifth St,,,0,
0xe20021002000555314450272,30.639104,-96.4739,Fifth St - Avenue A,Street: Avenue A,,,0,
0xe20021002000558d13760272,30.641371,-96.4742,Fourth St - Avenue A,Yield,,,0,
0xe200210020005b5414fd0272,30.641602,-96.4739,Fourth St - Avenue A,Yield,,,0,
0xe200210020005491152a0272,30.641602,-96.4739,Fourth St - Avenue A,Street: Avenue A,,,0,
0xe20021002000585313c60272,30.642767,-96.4739,Avenue A - Third St,Yield,,,0,
0x100000000000000000000002,30.642829,-96.4741,Avenue A - Third St,Yield,,,0,
0xe200210020005156147d0272,30.643341,-96.4742,Avenue A - Third St,Yield,,,0,
0xe200210020005351150f0272,30.643341,-96.4742,Second St - Avenue A,Street: Second St,,,0,
0xe20021002000508b147e0272,30.643341,-96.4742,Second St - Avenue A,Street: Avenue A,,,0,
0xe20021002000579b14470272,30.642767,-96.4739,Avenue A - Third St,Street: Third St,,,0,
0xe20021002000531414cc0272,30.642767,-96.4739,Avenue A - Third St,Street: Avenue A,,,0,
0x10000000000000000000067,30.635858,-96.4652,Avenue A - Third St,text,,,0,
0x100000000000000000000014,unknown,unknown,unknown,unknown,30.605783,30.605783,-9999,"Fri, 23 Sep 2016 22:34:40 GMT"
0x100000000000000000000022,unknown,unknown,unknown,unknown,30.605783,30.605783,-10000,"Fri, 23 Sep 2016 22:34:40 GMT"
0x100000000000000000000001,unknown,unknown,unknown,unknown,30.605598,30.605598,-10000,"Fri, 23 Sep 2016 22:34:43 GMT"
